name,price,original_price,rating,reviews_count,description,attributes,quantity,image_url,product_url,sku,brand,category,in_stock,unit,source
Hot Rod Strikeout Tee - White,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Hot Rod Strikeout graphic on chest - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/flame-strikeout-tee-white-front_ec4bcf78-0ea1-423a-be21-f0eb80d0518f.jpg?v=1761918080,https://uk.trapstarlondon.com/products/hot-rod-strikeout-tee-white,04908-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Irongate T Badge Tee - Black,£20.00,£45.00,,,-100% COTTON -WOVEN CREST ON LEFT CHEST-REGULAR FIT,,,https://cdn.shopify.com/s/files/1/1248/9105/files/BLACKWHITEFOOTBALLBADGETSHIRT_B.jpg?v=1723120488,https://uk.trapstarlondon.com/products/irongate-t-badge-tee-black,06185-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
It's a Secret Tee 2.0 - Black/Blue,£25.00,£45.00,,,- 100% cotton - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/1secret-tee-black_1.jpg?v=1704472839,https://uk.trapstarlondon.com/products/its-a-secret-tee-2-0-black-blue-1,05708-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Knight Tee - Black,£20.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/knight-tee.jpg?v=1742561627,https://uk.trapstarlondon.com/products/knight-tee-black,06876-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Never Miss Tee - Black,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Never Miss graphic on chest - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/products/Never-miss-black-tee.jpg?v=1669211048,https://uk.trapstarlondon.com/products/never-miss-tee-black,04650-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Never Miss Tee - White,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Never Miss graphic on chest - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/products/Never-miss-white-tee.jpg?v=1669211035,https://uk.trapstarlondon.com/products/never-miss-tee-white,04651-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
SS It's A Secret Tee - Black,£20.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/eagle-black-front.jpg?v=1713978137,https://uk.trapstarlondon.com/products/ss24-its-a-secret-tee-black,06114-XS,Trapstar,T-Shirts,Out of Stock,,uk.trapstarlondon.com
Script Tee  - Black/Teal,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/tshirt4front.jpg?v=1703265139,https://uk.trapstarlondon.com/products/script-tee-black-teal,05682-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Script Tee  - White/Teal,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/whitetee4front.jpg?v=1703265168,https://uk.trapstarlondon.com/products/script-tee-white-teal,05683-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Sharpshooter Tee - Black,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Sharpshooter graphic on chest - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/imagereplacement_2e5dd564-1be4-4e52-ba73-037825463601.jpg?v=1721739601,https://uk.trapstarlondon.com/products/sharpshooter-tee-black,04253-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Sharpshooter Tee - White,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Sharpshooter graphic on chest - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/TSHIRTS_00000.jpg?v=1761914531,https://uk.trapstarlondon.com/products/sharpshooter-tee-white,04254-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Shooters Playoff Tee - Black,£20.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Rockstar graphic on chest &amp; back - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/shooters-black.jpg?v=1684429715,https://uk.trapstarlondon.com/products/shooters-playoff-tee-black,05166-xs,Trapstar,T-Shirts,Out of Stock,,uk.trapstarlondon.com
TRP Print Tee - Black,£20.00,£45.00,,,,,,https://cdn.shopify.com/s/files/1/1248/9105/files/TRP.jpg?v=1741858536,https://uk.trapstarlondon.com/products/trp-print-tee-black,06828-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
TRP Ransom Tee  - Black,£25.00,£45.00,,,Short Sleeve T-shirt 100% Cotton Machine Wash Cold Official Certilogo Authentication Label,,,https://cdn.shopify.com/s/files/1/1248/9105/files/TRP-black.jpg?v=1748012725,https://uk.trapstarlondon.com/products/trp-ransom-tee-black,07038-XS,Trapstar,T-Shirts,Out of Stock,,uk.trapstarlondon.com
TRP Tee - Black/Wildcard Edition,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - TRP Wildcard Edition graphic on chest - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/rrevd.jpg?v=1697198518,https://uk.trapstarlondon.com/products/trp-tee-black-wildcard-edition,04385-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
TRP Tee - White/Wildcard Edition,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - TRP Wildcard Edition graphic on chest - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/WildcardEcomogwhite.jpg?v=1761914410,https://uk.trapstarlondon.com/products/trp-tee-white-wildcard-edition,04386-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
TS All Stars Tee - Black,£25.00,£45.00,,,- Short sleeve T-shirt - TS All Stars graphic on chest &amp; back - 100% cotton - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/products/TS-allstars-back-black.jpg?v=1658500446,https://uk.trapstarlondon.com/products/ts-all-stars-tee-black,04379-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
TS Flame Print Tee - Black,£20.00,£45.00,,,Short Sleeve T-shirt TS Flame Print Graphic 100% Cotton Machine Wash Cold Regular Fit Official Certilogo Authentication Label,,,https://cdn.shopify.com/s/files/1/1248/9105/files/TSFlameTee.jpg?v=1734090069,https://uk.trapstarlondon.com/products/ts-flame-print-tee-black,06660-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
TS Team Tee - Black,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/nba-logo-black.jpg?v=1751566392,https://uk.trapstarlondon.com/products/ts-team-tee-black,07090-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
TS Team Tee - White,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/nba-logo-white.jpg?v=1751567250,https://uk.trapstarlondon.com/products/ts-team-tee-white,07089-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
TS-Star Tee - Black/White,£20.00,£45.00,,,- T-Shirt - 100% Cotton - TS Star Tee graphic on across chest - Machine Wash Cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/WildcardTee.jpg?v=1697773548,https://uk.trapstarlondon.com/products/ts-star-tee-black-white,05514-XS,Trapstar,T-Shirts,Out of Stock,,uk.trapstarlondon.com
Trap Invasion Tee - Black,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Trap Invasion graphic on chest &amp; back - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/InvasionBlackteeback.jpg?v=1686847332,https://uk.trapstarlondon.com/products/trap-invasion-tee-black,05246-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Trap Invasion Tee - White,£25.00,£45.00,,,Short Sleeve T-shirt Trap Invasion Print Graphic 100% Cotton Machine Wash Cold Regular Fit Official Certilogo Authentication Label,,,https://cdn.shopify.com/s/files/1/1248/9105/files/InvasionWhiteteeback.jpg?v=1686847344,https://uk.trapstarlondon.com/products/trap-invasion-tee-white,05247-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Trapstar Eagle Tee - Black,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/eagle-back-black.jpg?v=1752851607,https://uk.trapstarlondon.com/products/trapstar-eagle-tee-black,07120-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Trapstar London It's A Secret Tee SS25 - Black,£20.00,£45.00,,,Short Sleeve T-shirt 100% Cotton Machine Wash Cold Box Fit Official Certilogo Authentication Label,,,https://cdn.shopify.com/s/files/1/1248/9105/files/01_205d00b7-2676-424c-9966-92828a64065f.jpg?v=1746356968,https://uk.trapstarlondon.com/products/trapstar-london-its-a-secret-tee-ss25-black,06973-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Trapstar Script 2.0 Tee - Black,£25.00,£45.00,,,Short sleeve T-shirt Trapstar Script 2.0 graphic on front and back Regular Fit Machine wash cold Official Certilogo Authentication Label,,,https://cdn.shopify.com/s/files/1/1248/9105/files/srcipt-arch-tee-back-black.jpg?v=1734279856,https://uk.trapstarlondon.com/products/trapstar-script-2-0-tee-black,05583-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Trapstar Script 2.0 Tee - White,£25.00,£45.00,,,Short sleeve T-shirt Trapstar Script 2.0 graphic on front Machine wash cold Official Certilogo Authentication Label,,,https://cdn.shopify.com/s/files/1/1248/9105/files/srcipt-arch-tee-back-white.jpg?v=1734278107,https://uk.trapstarlondon.com/products/trapstar-script-2-0-tee-white,05584-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Wall to Wall Tee - Black,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Wall to Wall graphic on chest &amp; back - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/Subway-black-back.jpg?v=1682678521,https://uk.trapstarlondon.com/products/wall-to-wall-tee-black,05178-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Wall to Wall Tee - White,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Wall to Wall graphic on chest &amp; back - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/Subway-white-back.jpg?v=1682678482,https://uk.trapstarlondon.com/products/wall-to-wall-tee-white,05179-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Wild Roses Tee - Black,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/products/FlowerBlack.jpg?v=1654607144,https://uk.trapstarlondon.com/products/wild-roses-tee-black,04218-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Wild Roses Tee - White,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/products/FlowerWhite.jpg?v=1654607129,https://uk.trapstarlondon.com/products/wild-roses-tee-white,04219-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
You Cruise You Lose Tee - Black,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - You Cruise You Lose graphic on back &amp; chest - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/products/TSHIRTS_00005.png?v=1655390535,https://uk.trapstarlondon.com/products/you-cruise-you-lose-tee-black,04252-XS,Trapstar,T-Shirts,Out of Stock,,uk.trapstarlondon.com
You Cruise You Lose Tee - White,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - You Cruise You Lose graphic on back &amp; chest - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/products/TSHIRTS_00003.png?v=1655390421,https://uk.trapstarlondon.com/products/you-cruise-you-lose-tee-white,04251-XS,Trapstar,T-Shirts,Out of Stock,,uk.trapstarlondon.com
*PRE ORDER*  Irongate Arch Tracksuit - Black/Grey,£115.00,£145.00,,,Hoodie &amp; Jogger - 80% Cotton / 20% Polyester - Hooded sweatshirt - Irongate Arch fade graphic screen printed on chest - irongate Arch fade graphic screen printed on bottoms - Drawstring closure at waist w/ metal aglets - Machine wash cold - Joggers: Regular core fit,,,https://cdn.shopify.com/s/files/1/1248/9105/files/04_7ee8fced-0ed6-45df-a3af-d472ed30c689.jpg?v=1762354607,https://uk.trapstarlondon.com/products/irongate-arch-tracksuit-black-grey,07282-XS,Trapstar,Tracksuits,Out of Stock,,uk.trapstarlondon.com
*PRE ORDER* Decoded Print Tracksuit - Black/Blue,£115.00,£145.00,,,Please note: This item will start dispatching from 9th January,,,https://cdn.shopify.com/s/files/1/1248/9105/files/01_74ef656b-5b4b-448f-af86-af14ccda7d5c.jpg?v=1766602710,https://uk.trapstarlondon.com/products/decoded-print-tracksuit-black-blue,07350-XS,Trapstar,Tracksuits,Out of Stock,,uk.trapstarlondon.com
*PRE ORDER* Decoded Print Tracksuit - Black/Orange,£115.00,£145.00,,,Please note: This item will start dispatching from 9th January,,,https://cdn.shopify.com/s/files/1/1248/9105/files/02_6e6a8970-36d4-494f-b977-0820aa6e2244.jpg?v=1766602682,https://uk.trapstarlondon.com/products/decoded-print-tracksuit-black-orange,07351-XS,Trapstar,Tracksuits,Out of Stock,,uk.trapstarlondon.com
*PRE ORDER* Decoded Print Tracksuit - Grey/Blue,£115.00,£145.00,,,Please note: This item will start dispatching from 9th January,,,https://cdn.shopify.com/s/files/1/1248/9105/files/03_90e31297-61b4-46c5-9e14-4b83e031171f.jpg?v=1766602634,https://uk.trapstarlondon.com/products/decoded-print-tracksuit-grey-blue,07352-XS,Trapstar,Tracksuits,Out of Stock,,uk.trapstarlondon.com
*PRE ORDER* Decoded Print Tracksuit - Grey/Orange,£115.00,£145.00,,,Please note: This item will start dispatching from 9th January,,,https://cdn.shopify.com/s/files/1/1248/9105/files/04_d46f3280-de76-4dab-b4e0-54e29b7a1ab6.jpg?v=1766602660,https://uk.trapstarlondon.com/products/decoded-print-tracksuit-grey-orange,07353-XS,Trapstar,Tracksuits,Out of Stock,,uk.trapstarlondon.com
*PRE ORDER* Decoded Tracksuit - Black Monochrome,£115.00,£145.00,,,Please note: This item will start dispatching from 9th January Hoodie &amp; Jogger - 80% Cotton / 20% Polyester - Hooded sweatshirt - Decoded graphic screen printed on chest - Decoded graphic screen printed on bottoms - Drawstring closure at waist w/ metal aglets - Machine wash cold - Joggers: Regular core fit,,,https://cdn.shopify.com/s/files/1/1248/9105/files/1PHOTO-2025-09-25-12-38-18.jpg?v=1760379683,https://uk.trapstarlondon.com/products/decoded-gel-tracksuit-black-monochrome,07280-XS,Trapstar,Tracksuits,Out of Stock,,uk.trapstarlondon.com
*PRE ORDER* Hyperdrive Chrome Hoodie Tracksuit - Black/Infrared,£115.00,£145.00,,,Please note: This item will start dispatching from 9th January Hoodie &amp; Jogger - 80% Cotton / 20% Polyester - Hooded sweatshirt - Chrome hyperdrive logo across chest - Drawstring closure at waist w/ metal aglets - Machine wash cold - Regular fit,,,https://cdn.shopify.com/s/files/1/1248/9105/files/hyperdrivechromeredtracksuit.jpg?v=1700672976,https://uk.trapstarlondon.com/products/hyperdrive-chrome-hoodie-tracksuit-black-infrared,05589-XS,Trapstar,Tracksuits,Out of Stock,,uk.trapstarlondon.com
*PRE ORDER* Irongate Arch Fade Tracksuit -Grey/Teal,£115.00,£145.00,,,Hoodie &amp; Jogger - 80% Cotton / 20% Polyester - - Irongate Arch fade graphic screen printed on chest - irongate Arch fade graphic screen printed on bottoms - Drawstring closure at waist w/ metal aglets - Machine wash cold - Joggers: Regular core fit,,,https://cdn.shopify.com/s/files/1/1248/9105/files/01_25fb93bb-3f86-4ac9-b555-0bf519404533.jpg?v=1762354612,https://uk.trapstarlondon.com/products/irongate-arch-fade-tracksuit-grey-teal,07246-XS,Trapstar,Tracksuits,Out of Stock,,uk.trapstarlondon.com
*PRE ORDER* Irongate Arch Tracksuit - Grey/Black,£115.00,£145.00,,,Please note: This item will start dispatching from 9th January Hoodie &amp; Jogger - 80% Cotton / 20% Polyester - Hooded sweatshirt - Irongate Arch fade graphic screen printed on chest - irongate Arch fade graphic screen printed on bottoms - Drawstring closure at waist w/ metal aglets - Machine wash cold - Joggers: Regular core fit,,,https://cdn.shopify.com/s/files/1/1248/9105/files/03_41f19112-7f21-4a53-abdb-94dffc5522b6.jpg?v=1762354603,https://uk.trapstarlondon.com/products/irongate-arch-tracksuit-grey-black,07281-XS,Trapstar,Tracksuits,Out of Stock,,uk.trapstarlondon.com
*PRE ORDER* TRP Dragon Tracksuit - Back,£105.00,£145.00,,,Please note: This item will start dispatching from 9th January,,,https://cdn.shopify.com/s/files/1/1248/9105/files/0101.jpg?v=1766698790,https://uk.trapstarlondon.com/products/trp-dragon-tracksuit-back,07362-XS,Trapstar,Tracksuits,Out of Stock,,uk.trapstarlondon.com
*PRE ORDER* TS Print Tracksuit - Black,£105.00,£145.00,,,Please note: This item will start dispatching from 9th January - Hoodie w/ Bottoms - Hoodie &amp; Bottoms 80% Cotton / 20% Polyester - TS Logo on Chest - TS Logo on Bottoms - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/LeeTracksuit.jpg?v=1741858526,https://uk.trapstarlondon.com/products/ts-print-tracksuit-black,06830-XS,Trapstar,Tracksuits,Out of Stock,,uk.trapstarlondon.com
